tweet,username,predict_sentiment
bentuk peduli thd anak sandang disabilitas mas pram komitmen bangun sd utk penuh butuh slb jakarta utara mas pram bang doel nyala jakartamenyala prakaruntukjakarta,Ari3Pras,positive
lapis masyarakat rawat perhati mas pram beliau gubernur jakarta teman disabilitas jakartamenyala prakaruntukjakarta,OniMeniq74,positive
cinta persija jackmania mah cman rumus pilih mpruuts  mah ngerendahin  lihat jejak digital  lepeh jakarta ya iyaaa jakartamenyala,siapanamina,negative
wilayah lurah koja jakarta utara gilir kunjung mas pram dengar keluh warga cari solusi diskus motivasi agenda mas pram dlm kunjung jakartamenyala prakaruntukjakarta,Ari3Pras,negative
menang pilkada  janji bangun sekolah slb layak sandang disabilitas jakarta utara menang janji tepat loh mas jakartamenyala prakaruntukjakarta,kenhans03,positive
mas pramono  bang rano bantu umkm jakarta dana hibah pilih gubernur jakarta nyala  jakartamenyala prakaruntukjakarta  yahya sinwar abidzar indah g erina israel sos hebohbanget hamas,Eil_Thia,positive
rano janji revitalisasi pasar jangkrik matraman cari lahan jakarta  calon wakil gubernur cawagub jakarta rano karno unjung pasar jangkrik matraman jakarta timur rano karno janji revitalisasi pasar jangkrik jakartamenyala,tvspartanindo,neutral
pimpin diskriminasi warga negara hak didik layak masyarakat disabilitas thesergios jakartamenyala pramdoelmenang,rob_in9911,positive
mas pram bang doel selamat ekonomi masyarakat usaha mampu masyarakat jakartamenyala pramdoelmenang,rob_in9911,positive
pimpin transfer kompromi politik tak jakarta maju  prakaruntukjakarta bikin jakartamenyala ,AlasRandu2,positive
mas aku kampanye blusukan temu dg warga serap masalah biasa harap warga moga mas pram wujud aspirasi warga gubernur jakarta jakartamenyala prakaruntukjakarta,kenhans03,positive
berangkat dr belanja pasar munjul pramdoel tekad tinjau ulang restribusi yg mahal lanjut bangun pasar yg mangkrak alhamdulillah jakartamenyala,siapanamina,neutral
sukses pilkada serentak  dgn damai aman riang gembira jakartamenyala ,DioR3born,positive
warung madura buka  jam emang salah komitmen pramono doel pilih mjd gubernur dkj warung madura buka  jam aktif blk tuk tingkat sdm masyarakat jakarta jakartamenyala,KangManto123,neutral
bismillah niat tulus bawa jakartamenyala dukung warga jakarta dihijabahi allah swt aamiin program prakaruntukjakarta omon sajaapalagi janji palsu pilih you know yaa,siapanamina,positive
rano karno janji jalan program makan gizi gratis prabowo jakarta jakarta  calon wakil gubernur cawagub jakarta rano karno jalan program perintah pusat makan gizi gratis jakartamenyala,tvspartanindo,neutral
uang rakyat unk rakyat jabat keluarga yg sdh selesai jabat dukung industri kreatif umkm jakarta cagub pramono siap hibah rp  triliun apbd jakartamenyala,ch_chotimah2,neutral
blusukan koja pramono anung janji diri slb sekolah slb pramono dana bantu usaha latih kerja kpd sandang disabilitas jakartamenyala,KangManto123,positive
pagipagi dah hebohbanget nonton alip baihak ngeroasting mas pram roasting sewot tegang jaimlaah mas ngakak   jakarta rumah industri kreatif mas pram  bang doel ruang komika jakartamenyala,DioR3born,neutral
pramono anung janji slb jakarta utara gubernur beliau perintah mesti hadir fasilitas sandang disabilitas jakartamenyala,BungkusTukang,positive
umkm senang rakyat riang jakartamenyala,HumorJonTampan,positive
budaya identitas bangsa jakartamenyala prakaruntukjakarta,HumorJonTampan,neutral
jakartamenyala ,elsaday__,positive
mas pram  bang doel program komitmen pilih maju budaya betawi  pimpin peduli lestari budaya daerah pimpin adopsi budaya terap wilayah  jakartamenyala,BungkusTukang,positive
video vibesnya asa banget inshaaallah pimpin jakarta amanah adil pramdoel jakartamenyala prakaruntukjakarta  pagipagi indah g bernadya tumbangkanfufufafa hasto yahya sinwar,_riverheaven,positive
ide keren mas pram bang doel kalo klean kepingin jakarta tinggal yg jangkau ruang u karya amp inovasi jawab dukung  pramono anungrano karno jakartamenyala prakaruntukjakarta,denni_sauya,positive
rocky gerung dukung paslon mas prambang doel jakarta lenting jakartamenyala,narkosun,positive
juang utk jakartamenyala ,TutupG56821,positive
wajib perintah maju budaya betawi amanat pasal  undangundang nomor   daerah khusus jakarta amanah maju budaya betawi wujud jakartamenyala,DS_yantie,neutral
mas pram muda idealis dinamis dab progresif target rezim orde aman   orang tua intimidasi anak keras  jakartamenyala lawan ketidakadilan,SETYAKI22965702,positive
prakar jakarta jakartamenyala ,Cintada16,positive
mas pram bang doel pimpin inklusif bikin jakartamenyala,Ari3Pras,positive
dukung fbr forkabi pramono anung rano karno milik kuat bangun jakarta jakartamenyala,rsy4me,positive
pramono anung sosok pimpin akar masyarakat dukung fbr forkabi paham butuh harap masyarakat betawi jakartamenyala,rsy4me,positive
mantap jakartamenyala ,Cintada16,positive
programprogram rencana pramono anung budaya betawi hidup kembang jakartamenyala,rsy4me,positive
dukung organisasi betawi pramono anung tekad wujud jakarta budaya percaya budaya betawi bangun kota jakartamenyala,rsy4me,positive
tokoh pimpin kolaboratif jakartamenyala,Ari3Pras,positive
dukung organisasi pramono anung komitmen lestari budaya betawi janji integrasi budaya lokal bijak ambil masyarakat harga akomodasi jakartamenyala,rsy4me,positive
dukung forkabi fbr pramono anung pandang sosok juang sejahtera masyarakat betawi milik rencana konkret tingkat taraf hidup perhati masyarakat butuh jakartamenyala,rsy4me,positive
 bangun jakarta bas budaya janji mas jakartamenyala bangun kota gerus arif lokal budaya,TOM5helby,positive
mantap ni mas pram tinjau ulang retribusi dagang lanjut bangun pasar munjul mas pram pihak rakyat prakaruntukjakarta jakartamenyala,Cintada16,neutral
pramono anung  rano karno komitmen hadir programprogram tingkat kualitas hidup masyarakat kuat identitas budaya betawi jakartamenyala,thejoyofus,positive
dukung ormas pramono anung milik visi bangun jakarta masyarakat betawi jakartamenyala,thejoyofus,positive
harga detikcom awards  tokoh pimpin kolaboratif raih pramono anung kualitas pimpin mas pram gak ragu jakarta kota kolaboratif butuh pimpin kelas pramono anung jakartamenyala prakaruntukjakarta,mulanbilqis,positive
mas pram pasti warung madura buka  jam mas pram solusiide sejahtera warga jakarta prakaruntukjakarta jakartamenyala,Cintada16,negative
dukung alir fbr amp forkabi bukti nyata pramono anung pribadi aktif dengar aspirasi keluh warga jadi pilih pilkada jakarta jakartamenyala,thejoyofus,positive
dukung ormas pramono anung harap jembatan generasi tua muda masyarakat betawi milik visi gabung nilainilai tradisi butuh modernisasi budaya betawi jaga jakartamenyala,thejoyofus,positive
blusukan biasa pramono keliling jakarta stres jakartamenyala prakaruntukjakarta,triwul82,positive
pramono tambah slb jakarta utara keluh warga nama upi apriyani milik rumah quran disabilitas jakarta utara pramdoelmenang jakartamenyala pramdoelmenyala pramdoel jakartamnyala prakaruntukjakarta,Ganjarfor_ri,positive
pramono anung janji tinjau ulang retribusi dagang pasar munjul     jakartamenyala prakaruntukjakarta,B3doel___,neutral
raih harga detikcom award  tokoh tokoh pimpin kolaboratif nominasi sorot mampu pramono anung bangun kerjasama lintas sektor eksekutif legeslatif tokoh politik nya jakartamenyala,breakingNEW_upd,neutral
dukung forkabi amp fbr pramono anung harap masyarakat betawi berani komitmen juang hakhak masyarakat jadi calon pimpin layak hitung pilkada jakarta jakartamenyala,thejoyofus,positive
mas raih award  tokoh pimpin kolaboratif dalam dunia polituk mas pram kenal sosok yg bangun sinergitas utk capai tuju jakartamenyala prakar   ,SETYAKI22965702,positive
ketawa ngakak diroasting komika alip baihak pramono woles jakartamenyala prakaruntukjakarta,triwul82,positive
dukung fbr amp forkabi pramono anung sinyal kuat ubah positif masyarakat betawi harap pramono sosok yg penuh ekspektasi masyarakat amp jadi jakarta jakartamenyala,thejoyofus,positive
dukung fbr amp forkabi bukti pramono anung calon pimpin yg aku  ormas besar betawi cermin percaya masyarakat kapasitas pramono juang aspirasi jakartamenyala,thejoyofus,positive
mas pramono lanjut program yg gubernur jakarta baik yg jakartamenyala prakaruntukjakarta,triwul82,positive
selamat ulang yg  presiden pilih prabowo subianto sehat umur moga kepimpinanan beliau bangsa ekonomi dintuntaskan aamiin jakartamenyala prakaruntukindonesia,doctor__fabre,positive
percaya pimpin jakarta pramonobang doel komitmen angkat maju budaya betawi jakartamenyala prakaruntukjakarta,mulanbilqis,positive
dukung  organisasi betawi pramono anung harap bawa jakarta milik visi atas tantang hadap jakarta budaya sejahtera masyarakat jakartamenyala,SaguKeju8,positive
pramono anung kenal pimpin dengar paham aspirasi masyarakat sempat komitmen juang sejahtera masyarakat betawi jakartamenyala,SaguKeju8,negative
pasang pramono anung rano karno anggap duo ideal pimpin jakarta latar kuat politik budaya dua milik potensi bawa jakarta arah jakartamenyala,SaguKeju8,positive
deklarasi dukung pramono janji kembang programprogram angkat harkat martabat budaya betawi jadi integral identitas jakarta jakartamenyala,SaguKeju8,positive
dukung fbr forkabi pramono anung milik visi lestari maju budaya betawi jakartamenyala,SaguKeju8,positive
pramono anung  rano karno dukung kuat fbr amp forkabi pilkada jakarta  dukung pramono calon gubernur juang aspirasi masyarakat betawi jakartamenyala,SaguKeju8,positive
jakarta bentar pimpin inklusif mas pram bangun slb  bang doel komitmen ruang sandang disabilitas  melow tau kunjung bang doel caffe sunyi prakaruntukjakarta jakartamenyala,Penyair_Berdiri,neutral
jakartamenyala jakarta nyala bang doel kampanye riang gembira tani mpok oneng program pramono rano pihak warga jakarta gak mulukmuluk kaga ribet dah   yahya sinwar erina mulyono,RenaHoston178,neutral
rumah jakarta harga murah susah niii ide muncul creative hub amp huni kantor  lahan batas ide gak batas jakartamenyala prakaruntukjakarta  mulyono indah g abu janda nganggur khofifah semangat,_riverheaven,positive
pramono anung rano karno bang doel pimpin lapis warga masyarakat kelompok golong yg beda krn tugas pimpin jakarta utk taung lindung warga masyarakat tunggu bikin jakartamenyala,KING_RADJA_PWS,positive
 jakartamenyala untungnyaadapramdoel indah g yahya sinwar erina yahya sinwar hebohbanget,Kalderha,positive
doa pramono anung prabowo subianto selamat ulang prabowo moga sehat pimpin negeri jakarta biar mas pram bang doel aja yg mimpin yaaa amienn jakartamenyala,b_yoem,positive
nyok kite doa moga mas pram amp bang doel pimpin aamiin jakartamenyala prakaruntukjakarta gantar ,aan_muba,positive
kualitas pramono anung pimpin jakarta percaya khusus kait lingkung yuks ramai dukung pramono anung bareng slank jakartamenyala prakaruntukjakarta untungnyaadapramdoel yahya sinwar erina mulyono bahlil,RenaHoston178,positive
alhamdulillah rawan mas pramono tambah wilayah jakarta mas pramono  bang rano jakartamenyala prakaruntukjakarta  gaza iphone  yahya sinwar abidzar indah g erina israel,Eil_Thia,positive
bukti kerja warga jakarta pilih mas pram bang rano jujur tanggung kerja nya jakartamenyala liat abidzar abu janda indah g hebohbanget erina pimnas bocah,Cinta_42345,positive
selamat mas pram moga dki biar jakartamenyala ,elsaday__,positive
kaluna  sandwich generation  ya  erina hebohbanget  he he he untungnyaadapramdoel bangun sistem transportasi publik integrasi nilai jadi solusi jitu macet jakarta prakaruntukjakarta jakartamenyala,Penyair_Berdiri,neutral
mas pram ucap selamat ulang prabowo subianto pramono doa prabowo sebentar lantik presiden minggu   jakartamenyala untungnyaadapramdoel indah g yahya sinwar erina yahya sinwar hebohbanget,Kalderha,neutral
 mpokmpok amp abangabang jakarta utara bangun slb komitmen paslon dk jakarta jakartamenyala prakaruntukjakarta ngik,HumorJonTampan,positive
calon gubernur jakarta nomor urut  pramono anung janji dana hibah laku usaha mikro tengah umkm pilih pilkada jakarta   jakartamenyala untungnyaadapramdoel indah g liam payne erina yahya sinwar hebohbanget,Kalderha,positive
 aku mas yg cagub daerah jakarta jakartamenyala prakaruntukjakarta ngik,HumorJonTampan,negative
 kagak pake ribet pilih mas bang aja utk jakartamenyala ye prakaruntukjakarta ngik,HumorJonTampan,neutral
pramono anung terima harga detikcom awards  tokoh pimpin kolaboratif  jakartamenyala untungnyaadapramdoel indah g liam payne erina yahya sinwar hebohbanget,Kalderha,positive
jakartamenyala jakarta si doel anak betawi,Zaindamai,negative
mas pram bangun slb jakarta utara komitmen upi apriyani milik rumah quran khusus disabilitas keluh minim sedia slb wilayah  jakartamenyala untungnyaadapramdoel indah g erina yahya sinwar hebohbanget,Kalderha,positive
tinjau ulang retribusi dagang pasar lanjut bangun pasar munjul mangkrak kemangkrakan duga temu hukum mas pram naluri dagang jakartamenyala,SETYAKI22965702,neutral
program mas prambang doel salah satu maju budaya  jakartamenyala untungnyaadapramdoel indah g erina yahya sinwar hebohbanget,Kalderha,neutral
jakarta kurang lahan bangun rumah bangun jakarta model vertikal apartemen rumah susun  kalo rumah huni bangun amp sedia atas kantor layan publik  ya ciamik n kagak ribet dah  prakaruntukjakarta jakartamenyala,Penyair_Berdiri,neutral
program nyata mas pram  bang doel wajib dukung jakartamenyala ,elsaday__,positive
fufufafa jilid ii bersih maju pilgub dkj  segera hapus postingan x indikasi leceh karakter warga jakarta no yes mas pram  bang doel jakartamenyala,SETYAKI22965702,positive
cagub kes paksa mes panggil naturalusasi      kang emil gt bang emil jakartamenyala   mas pram  bang doel,SETYAKI22965702,neutral
nyala jakarta mas pram  bang doel sosok pasang lengkap kite butuh nih pimpin nyang klop macem gin niih  bawa ubah jakarta nyala jakartamenyala prakar,SETYAKI22965702,neutral
warga jakarta pilih mas pram bang rano jujur tanggung kerja nya jakartamenyala liat abidzar abu janda indah g hebohbanget erina pimnas bocah,Ranisor_6,positive
si bob halu mau instan tabrak konstitusi penuh ambisi pribadi gak instan sukses  unless you are a professional son jakartamenyala prakar   ,SETYAKI22965702,positive
mas pram  bang doel top nya jakartamenyala ,elsaday__,neutral
 jakarta sulit huni minimal harga minim  gak muluk  muluk dech     mas pram  bang doel solusi jakartamenyala   ,SETYAKI22965702,negative
gagas jenius ningkatin sdm warga jakarta jendela cakrawala warge jakarte nyang belon tau simak baek   jakartamenyala prakar   ,SETYAKI22965702,negative
sarah teman bang doel kampanye yg jakartamenyala nomor   untungnyaadapramdoel indah g erina yahya sinwar hebohbanget,Kalderha,positive
jakartamenyala mas pram bang doel ,Mata_Netizen62,positive
pramono anung berani hadap tantang jadwal padat komitmen layan interaksi masyarakat bukti pimpin tangguh jakartamenyala,rsy4me,positive
pimpin pramono anung fokus daya masyarakat percaya individu milik potensi kembang cipta jakarta mandiri jakartamenyala,rsy4me,positive
pramono anung sosok jadi teladan generasi muda kerja keras komitmen layan masyarakat inspirasi orang libat dunia politik pimpin positif jakartamenyala,rsy4me,positive
integritas pramono anung ragu tempat penting masyarakat jadi calon gubernur andal percaya warga jakarta jakartamenyala,rsy4me,positive
keliling jakarta  titik hari pramono anung hilang stres jakarta kampanye pilkada jakarta  calon gubenur nomot urut  pramono anung hari keliling jakarta  titik jakartamenyala,tvspartanindo,neutral
strategi kampanye pramono anung depan blusukan salah kunci hasil temu langsung warga lokasi jalin hubung emosional kuat pilih jakartamenyala,rsy4me,negative
blusukan koja pramono anung janji diri slb jakarta utara jakarta  calon gubernur jakarta nomor urut  pramono anung utara janji bangun sekolah slb jakarta utara menang pilkada  jakartamenyala,tvspartanindo,positive
cieee mas dukung paslon no  jakartamenyala,nongandah,positive
pramono anung kenal pimpin buka dengar terampil jalin komunikasi warga masyarakat aspirasi harap ragu jakartamenyala,thejoyofus,negative
pramono anung hadir sosok bawa harap masyarakat jakarta energi semangat bendung komitmen baik kualitas hidup warga jadi calon gubernur layak pilih jakartamenyala,thejoyofus,positive
usaha dedikasi pramono anung bukti calon gubernur inspiratif jakartamenyala,thejoyofus,positive
interaksi langsung warga salah kuat pramono anung percaya temu langsung masyarakat baik paham butuh harap jakartamenyala,thejoyofus,negative
pramono anung contoh nyata pimpin orientasi rakyat semangat kenal lelah pimpin jabat layan dengar jakartamenyala,thejoyofus,negative
lokasi pramono anung kampanye serap aspirasi masyarakat percaya dengar langsung masalah hadap warga kunci pimpin efektif jakartamenyala,SaguKeju8,negative
pramono anung tekad jadi pilgub jakarta contoh praktik demokrasi blusukan intens pimpin rakyat dengar aspirasi jakartamenyala,SaguKeju8,negative
periode kampanye singkat pramono anung puluh kali kampanye tatap muka giat betapa serius dekat masyarakat paham butuh jakartamenyala,SaguKeju8,neutral
komunikasi amp toleransi kunci dlm hubung manusia lingkup kecil lingkung keluarga lingkup masyarakat mas pram biasa  tsb dlm hubung dg keluarga shg pola bawa mana jakartamenyala,Ari3Pras,neutral
pramono anung semangat jg tular energi tim amp dukung lelah ikut jadwal padat pramono semangat jakartamenyala,SaguKeju8,positive
pramono anung dedikasi kampanye calon gubernur jakarta jadwal padat unjung   titik hari bukti semangat temu warga pudar jakartamenyala,SaguKeju8,positive
warga pimpin jujur pimpin omonomon warga daerah khusus jakarta butuh orang jujur tanggung mas pram bang doel menang jakartamenyala prakaruntukjakarta,Muhayya__,positive
gupl amp jakmania garis keras pasang atap terpal bentor daerah mayor super keurennn jakartamenyala kagakribetdah ,Kasihsetia20,positive
pramono anung paham daya ekonomi masyarakat milik program fokus tingkat sejahtera ekonomi warga latih terampil dukung usaha jakartamenyala,rsy4me,positive
sosok alam dunia politik pramono anung inspirasi generasi muda dorong anak muda libat politik kontribusi ubah sosial jakartamenyala,rsy4me,positive
jakartamenyala sempat buka kalang,digcv,neutral
sarah kangen ketemu bang doel jakartamenyala,kabulslipi,neutral
warga madura suara utk jakartamenyala,digcv,positive
program usung pramono anung bukti penting rakyat prioritas utama jakartamenyala,rsy4me,neutral
mimpi bang ben insya allah wujud tangan pramdoel jakartamenyala,MurtadhaOne1,neutral
mas pram bang doel yg paham sandwich generation paham atas jakartamenyala,StellaSuwardi,neutral
dedikasi pramono anung masyarakat kesan jalan tugas politis komitmen layan rakyat jakartamenyala,rsy4me,negative
pramono anung kenal peduli masyarakat dengar keluh aspirasi rakyat jadi pimpin bicara aksi jakartamenyala,rsy4me,negative
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,al_cosmetic,neutral
dekat bas butuh warga pramono anung komitmen jadi jakarta kota bersih lanjut jakartamenyala,thejoyofus,positive
calon gubernur pramono anung rancang program inovatif tuju ubah wajah jakarta jakartamenyala,thejoyofus,positive
mas pram bang doel tuntas bangun pasar munjul yg mangkrak tinjau ulang tarif retribusi yg berat dagang pasar rapi dagang happy jakartamenyala prakaruntukjakarta,Ari3Pras,positive
hadap tantang politik pramono anung mandiri berani takut ambil putus sulit penting masyarakat jakarta jakartamenyala,thejoyofus,negative
pramono anung sosok teladan dunia politik indonesia latar kuat alam dekade integritas tindak putus jakartamenyala,thejoyofus,positive
pramono anung kenal politis milik sisi humanis kuat tekan paham rasa derita rakyat jakartamenyala,thejoyofus,negative
ikat alumni guru ilmu alqur an ika ptiq milenial resmi deklarasi dukung pramonorano calon pimpin kota jakarta kontestasi pilkada  jakartamenyala padoelutkjakarta,bos_sir,positive
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,BumBum345192,neutral
salah fokus utama pramono anung program tingkat kualitas didik jakarta percaya didik kunci maju masyarakat cipta generasi jakartamenyala,SaguKeju8,positive
pramono anung contoh nyata politis rakyat ragu turun kampungkampung rasa langsung hidup masyarakat cari solusi hadap jakartamenyala,SaguKeju8,negative
calon gubernur jakarta pramono anung susun visi misi amp arah program jakartamenyala  program fokus bangun infrastruktur tingkat kualitas hidup masyarakat didik dll,SaguKeju8,positive
wilujeng wengi aki kmna wae meni karek ka tinggal maha kabarna damang jakartamenyala,HensuAja,neutral
pramono anung terjun langsung lapang dengar keluh masyarakat cari solusi hadap dekat pramono pimpin orientasi rakyat jakartamenyala,SaguKeju8,neutral
politis pramono anung kenal tegas peduli rakyat jakartamenyala,SaguKeju8,negative
nasihat megawati soekarnoputri pramono anung lupa nurani rakyat prinsip bimbing jalan tugas politik jakartamenyala,SaguKeju8,negative
alam  pdiperjuangan pramono anung dedikasi juang penting masyarakat jakartamenyala,SaguKeju8,positive
pramono anung calon gubernur jakarta kenal sosok depan nurani rakyat langkah politik jakartamenyala,SaguKeju8,neutral
mas pram ubah syarat ppsu baca tulis jakartamenyala pramdoel pramonoanung jakarta ppsu bacatulis loker infoloker lokerjakarta,rasid_musl62,negative
terima kasih warga madura warga madura dj jakarta deklarasi dukung tuk mas pram bang doel pilkada jakarta  dukung mas pram bang doel  jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
mas pram doel juang tuk masyarakat jakarta mas pram tinjau ulang retribusi pedang jakarta lanjut bangun pasar pasar yg mangkrak jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
warung madura buka  jam mas pram bang doel komitmen pasti warung madura buka  jam aktif blk tuk tingkat sdm masyarakat jakarta jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,neutral
haaiiissh oh nggedhabrus doang  boongin warga jakarta dgn janji dah bandung jabar malesiin biar prakaruntukjakarta yg pimpin jakartamenyala,siapanamina,positive
bikin jakartamenyala,AlasRandu2,negative
jakartamenyala bang,sakitotak3,positive
bjiiir tuh amat bola kali yak yg ngomong warga jabar aja yg kecewa ridwan kamil proyek yg mangkrak warga jakarta yg hina dina doi klo cak lontong mikeeeeer jakartamenyala mas pram bang doel,cahcilich,negative
ayoo malam jakarta nyala mas pram bang rano doel live streaming garuda tv ayoo mrapatt jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
kombinasi alam visi kuat pramono anung rano karno komitmen bawa jakarta tingkat jakartamenyala,rsy4me,neutral
pramono anung  rano karno tekad implementasi undang buka informasi publik efektif langkah warga jakarta milik hak partisipasi proses perintah jakartamenyala,rsy4me,neutral
tuju jadi jakarta kota global pramono anung  rano karno milik strategi tingkat tukar informasi dua komitmen promosi buka yg bawa jakarta saing kancah internasional jakartamenyala,rsy4me,neutral
jakarta rumah identitas warga betawi mas pram  bang doel jadi kota dunia jakartamenyala untungadapramdoel,Y_Radianto,positive
pramono anung rano karno bukti pimpin peduli komitmen paham tantang hadap warga jakartamenyala,rsy4me,negative
mas pram emang layak harga menteri pdi juang yg masuk lini kanan kiri pas kampanye gak beban masuk rangkul kelompok masyarakat jakartamenyala pramdoelmenang,HusinShihab,neutral
bikin jakartamenyala,AlasRandu2,negative
bicara janji visi misi program turun langsung lapang dengar aspirasi masyarakat jakartamenyala,rsy4me,neutral
pramono anung  rano karno tekad tingkat buka informasi publik amp partisipasi masyarakat dlm ambil putus kolaborasi cipta perintah akuntabel amp responsif butuh warga jakarta jakartamenyala,rsy4me,neutral
pasang calon gubernur wakil gubernur pramono anung rano karno komitmen kuat wujud jakarta transparan inklusif jakartamenyala,rsy4me,positive
gaes yuk saksi jakarta nyala  pimpin jakarta streaming on garuda tv malam  wib jakartamenyala prakaruntukjakarta,DS_yantie,neutral
mas pram dengerin curhatan anak muda rawamangun jakarta serius deh keren banget diskusi dukung yuk biar jakarta keren bareng mas pram amp bang doel jakartamenyala pramonorano pramdoelmenang,latifah_evah,positive
mas pram komitmen tantang jakarta diskusi koalisi pemuda jakarta rawamangun dukung warga mas pram bang doel bawa ubah nyata kota jakartamenyala pramonorano pramdoelmenang,abangjaka7,positive
mas pram pemuda rawamangun solutif siapsiap jakarta ubah bareng mas pram bang doel yuk dukung ubah jakartamenyala pramonorano pramdoelmenang,EryPrima3,positive
dialog buka koalisi pemuda jakarta mas pram dengar langsung suara masyarakat rawamangun bang doel solusi baik jakarta siap ayo wujud jakarta cerah jakartamenyala pramonorano pramdoelmenang,Cak_Mamatt,negative
mas pram hadir diskusi publik koalisi pemuda jakarta rawamangun jakarta timur bahas solusi konkret tantang jakarta warga mas pram bang doel bawa ubah dukung jakarta jakartamenyala pramonorano pramdoelmenang,AMainuri,negative
program benyamin s award yang usung pasang pramono anung rano karno ajang pilgub  nilai strategi ideal jadi jakarta kota global amat tata kota nirwono yoga jakartamenyala,oposan62id,neutral
mas pram lanjut ide pakn jk mas anies jakartamenyala pramonoanung pramdoelmenang pramdoel,ji_romi2,positive
untungnyaadapramdoel pilih mas pram rencana dana hibah umkm laku umkm jakarta semangat lg krna tamabahan modal usaha mantap  optimis pramdoelmenang jakartamenyala,LinNasution,positive
sarasehan pasar dengar keluh kesah dagang beli mas gerak hati dana hibah laku umkm moga ringan giat umkm jakarta jakartamenyala,PakarINTELek,positive
tulus teguh hati mas lalu blusukan tegur sapa warga jakarta mana moga warga jakarta takut pilih mas pram  bang doel jakartamenyala,PakarINTELek,positive
slb siap jakarta utara gubernur jakarta mas pramono anung jakartamenyala untungnyaadapramdoel,Aan_Hantorov,positive
asik bgt bang doel kampanye ditemenin neng sarah siang daerah manunggal setu jakarta timur seru akrab bgt sharing dgn masyarakat sana optimis jakartamenyala  untungnyaadapramdoel,LinNasution,positive
tantang hadap jakarta senjang informasi masyarakat pramono anung hadir solusi konkret komitmen evaluasi baik program sasar manfaat masyarakat jakartamenyala,thejoyofus,positive
warga jakarta pilih pramono beliau jujur tanggung kerja jakartamenyala,AleenaDi09,positive
tekad implementasi tagline hak pramono anung komitmen bangun masyarakat informasi langkah dukung demokrasi akuntabilitas perintah jakartamenyala,thejoyofus,neutral
upaya jadi jakarta kota global pramono anung pimpin visioner paham tukar informasi tarik perhati dunia langkah strategis jakartamenyala,thejoyofus,neutral
pramono anung komitmen tingkat partisipasi masyarakat ambil bijak inisiatif penting politik wujud jakarta inklusif warga kontribusi bangun kota jakartamenyala,thejoyofus,positive
calon gubernur dki jakarta nomor urut  pramono anung rencana diri huni kantor bangun perintah pasar keren mas jakartamenyala prakaruntukjakarta,Sukapuring,neutral
komitmen tingkat transparansi pramono anung milik visi yg amp arah jakarta bicara jga aksi program perintah akses lapis masyarakat yg butuh jakartamenyala,thejoyofus,positive
pramono anung sosok pimpin dengar suara rakyat turun masyarakat dengar langsung keluh pimpin peduli paham butuh warga jakartamenyala,thejoyofus,negative
pramono anung usung visi progresif tekan buka informasi komitmen jadi jakarta transparan langkah hadap tantang kota modern global jakartamenyala,thejoyofus,neutral
turun langsung lapang pramono anung peduli komitmen warga jakarta hak akses informasi butuh jakartamenyala,SaguKeju8,negative
optimis dongmas pram bang doel bikin harap warga jakartamenyala,Asnawi___,positive
pramono anung peduli masyarakat kelas tengah kali sulit akses informasi kjs amp kjp jakartamenyala,SaguKeju8,positive
pramono anung  rano karno percaya akses informasi masyarakat libat proses ambil putus cipta perintah responsif akuntabel jakartamenyala,SaguKeju8,positive
calon gubernur pilkada dki jakarta  nomor urut pramono anung janji evaluasi retribusi atas proyek mangkrak pasar munjul penuh harap rakyat jakartamenyala prakaruntukjakarta,Sukapuring,neutral
upaya maju jakarta pramono anung tekan buka informasi publik mutlak jakartamenyala,SaguKeju8,neutral
visi pramono anung tekad jadi jakarta kota global buka inklusif dekat lapis masyarakat akses informasi butuh jakartamenyala,SaguKeju8,neutral
pramono anung pimpin depan transparansi jakartamenyala pramono anung calon gubernur jakarta nomor urut  komitmen kuat tingkat transparansi buka informasi publik,SaguKeju8,neutral
jakartamenyala pramdoel ,Nyawang_wulan,positive
pilih mas pram komitmen utk bangun slb daerah jakarta utara adil utk golong masyarakat jakartamenyala pramdoelmenang salamjari,LinNasution,positive
dengar keluh dagang alami sulit modal usaha pramono anung hibah umkm mantap pramono anung  rano karno nyala jakartamenyala prakaruntukjakarta,seruanhl,positive
huni kantor ala mas pram bang doel jakartamenyala pramonoanung ranokarno,oposan62id,neutral
tokoh betawi nih oneng amp bang doel cinta amp dukung masy jakarta yg  tokoh juang rakyat ranah mas pram bang doel bak bikin jakartamenyala ga kaleng,Jelli_cent,positive
congratulation mas pram jakartamenyala,elsaday__,negative
